holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
None,269.71,0.0,0.0,64,Clouds,broken clouds,11/11/2013 14:00,4971,high,low
None,276.94,0.0,0.0,90,Mist,mist,12/13/2015 10:00,3331,medium,medium
None,294.23,0.0,0.0,75,Clouds,broken clouds,8/12/2013 11:00,4837,high,high
None,301.36,0.0,0.0,40,Clouds,scattered clouds,7/27/2017 19:00,3683,medium,high
None,298.24,0.0,0.0,24,Clouds,few clouds,7/9/2014 19:00,3671,medium,high
None,282.6,0.0,0.0,81,Clear,sky is clear,10/10/2012 18:00,4775,high,medium
None,272.07,0.0,0.0,90,Mist,mist,11/26/2015 16:00,2939,medium,low
None,286.34,6.45,0.0,75,Rain,heavy intensity rain,6/7/2014 7:00,2274,low,medium
None,291.29,0.0,0.0,90,Clouds,overcast clouds,7/26/2018 12:00,4806,high,medium
None,289.56,0.0,0.0,1,Clear,sky is clear,6/1/2017 23:00,1407,very low,medium
None,292.803,0.0,0.0,92,Clouds,overcast clouds,8/16/2017 5:00,2963,medium,high
None,271.35,2.29,0.0,90,Rain,moderate rain,4/4/2014 0:00,528,very low,low
None,296.2,1.5,0.0,90,Thunderstorm,thunderstorm with heavy rain,7/6/2015 1:00,398,very low,high
None,266.96,0.0,0.0,1,Clear,sky is clear,4/2/2014 5:00,2651,low,low
None,288.15,0.0,0.0,75,Clouds,broken clouds,4/7/2017 16:00,6688,very high,medium
None,279.84,0.44,0.0,90,Rain,light rain,4/28/2014 17:00,5789,high,medium
None,268.87,0.0,0.0,40,Clouds,scattered clouds,3/7/2013 18:00,4818,high,low
None,295.95,0.0,0.0,75,Clouds,broken clouds,8/8/2015 12:00,4352,medium,high
None,276.65,0.0,0.0,90,Rain,moderate rain,5/1/2017 17:00,5571,high,medium
None,259.22,0.0,0.0,5,Clear,sky is clear,1/7/2017 17:00,4572,high,low
None,258.59,0.0,0.0,90,Clouds,overcast clouds,1/11/2017 23:00,1052,very low,low
None,282.58,0.0,0.0,90,Rain,light rain,3/13/2016 9:00,2401,low,medium
None,302.95,0.0,0.0,20,Clouds,few clouds,8/10/2018 15:00,5684,high,high
None,284.59,0.0,0.0,56,Clouds,broken clouds,10/1/2016 3:00,448,very low,medium
None,285.137,0.0,0.0,0,Clear,Sky is Clear,7/16/2016 4:00,426,very low,medium
None,299.59,0.0,0.0,20,Clouds,few clouds,9/14/2018 20:00,3329,medium,high
None,267.42,0.0,0.0,1,Clear,sky is clear,3/13/2017 12:00,4115,medium,low
None,275.94,0.0,0.0,90,Mist,mist,1/10/2018 17:00,6128,very high,medium
None,277.28,0.0,0.0,90,Drizzle,light intensity drizzle,3/25/2017 23:00,1896,low,medium
None,291.43,0.0,0.0,1,Clear,sky is clear,6/1/2018 3:00,395,very low,medium
None,265.6,0.0,0.0,75,Snow,heavy snow,12/29/2012 18:00,4732,high,low
None,264.88,0.0,0.0,20,Mist,mist,12/15/2012 5:00,716,very low,low
None,271.47,0.0,0.0,75,Clouds,broken clouds,11/3/2012 9:00,4390,high,low
None,299.56,0.0,0.0,75,Rain,proximity shower rain,5/25/2018 18:00,4023,medium,high
None,291.62,0.0,0.0,90,Mist,mist,8/26/2017 16:00,4560,high,medium
None,293.72,0.0,0.0,1,Clear,sky is clear,4/16/2016 21:00,3231,medium,high
None,274.65,0.0,0.0,1,Clear,sky is clear,11/14/2015 4:00,425,very low,medium
None,260.5,0.0,0.0,75,Clouds,broken clouds,12/24/2012 7:00,2440,low,low
None,294.35,0.0,0.0,1,Clear,sky is clear,7/14/2017 21:00,3356,medium,high
None,273.27,0.58,0.0,20,Rain,light rain,3/28/2014 11:00,5146,high,medium
None,284.85,0.0,0.0,75,Clouds,broken clouds,8/20/2015 6:00,5585,high,medium
None,274.15,0.0,0.0,90,Fog,fog,10/27/2017 10:00,4303,medium,medium
None,291.86,0.0,0.0,12,Clouds,few clouds,6/21/2014 7:00,2412,low,high
None,277.01,0.0,0.0,90,Mist,mist,12/13/2015 4:00,289,very low,medium
None,290.08,0.0,0.0,1,Mist,mist,9/23/2015 0:00,542,very low,medium
None,290.39,0.0,0.0,1,Clear,sky is clear,7/3/2013 0:00,705,very low,medium
None,274.15,0.0,0.0,90,Mist,mist,10/27/2017 9:00,4444,high,medium
None,279.42,0.0,0.0,90,Clouds,overcast clouds,3/24/2017 16:00,6538,very high,medium
None,255.58,0.0,0.0,20,Clouds,few clouds,1/21/2013 21:00,1790,low,low
None,291.57,0.0,0.0,68,Clouds,broken clouds,6/15/2013 9:00,3557,medium,medium
None,264.51,0.0,0.0,90,Snow,light snow,2/3/2018 16:00,3752,medium,low
None,279.0,0.0,0.0,75,Clouds,broken clouds,4/12/2018 11:00,4982,high,medium
None,293.94,0.0,0.0,36,Clouds,scattered clouds,7/31/2013 15:00,5919,very high,high
None,271.75,0.0,0.0,1,Clear,sky is clear,2/27/2018 23:00,1151,very low,low
None,276.793,0.0,0.0,64,Clouds,broken clouds,1/23/2014 7:00,5859,very high,medium
None,298.79,0.0,0.0,1,Clear,sky is clear,8/29/2016 11:00,4163,medium,high
None,286.3,0.0,0.0,90,Clouds,overcast clouds,4/19/2016 18:00,4746,high,medium
None,291.75,0.0,0.0,1,Mist,mist,8/20/2017 1:00,1259,very low,medium
None,269.47,0.0,0.0,90,Clouds,overcast clouds,2/8/2013 21:00,2861,low,low
None,280.5,0.0,0.0,1,Clear,sky is clear,5/24/2013 8:00,5568,high,medium
None,275.34,0.0,0.0,90,Clouds,overcast clouds,11/29/2016 11:00,4297,medium,medium
None,291.51,0.0,0.0,90,Drizzle,light intensity drizzle,5/10/2017 14:00,5050,high,medium
None,260.44,0.0,0.0,75,Haze,haze,2/4/2018 0:00,1536,low,low
None,274.37,0.0,0.0,75,Clouds,broken clouds,4/14/2014 18:00,4219,medium,medium
None,286.86,0.0,0.0,5,Clear,sky is clear,3/28/2016 19:00,3343,medium,medium
None,294.88,0.0,0.0,90,Mist,mist,8/21/2017 16:00,6074,very high,high
None,283.1,0.0,0.0,75,Clouds,broken clouds,5/12/2013 16:00,3004,medium,medium
None,293.2,0.0,0.0,0,Clear,Sky is Clear,7/24/2013 21:00,2872,low,high
None,291.42,0.0,0.0,90,Drizzle,drizzle,7/19/2018 22:00,2282,low,medium
None,285.62,0.0,0.0,40,Mist,mist,5/9/2017 10:00,4556,high,medium
None,293.1,0.0,0.0,1,Clear,sky is clear,7/7/2017 22:00,2784,low,high
None,292.75,0.0,0.0,90,Rain,moderate rain,5/17/2017 16:00,6426,very high,high
None,273.66,0.0,0.0,90,Clouds,overcast clouds,5/5/2013 4:00,314,very low,medium
None,278.24,0.0,0.0,64,Clouds,broken clouds,11/8/2013 15:00,6311,very high,medium
None,286.8,0.0,0.0,90,Clouds,overcast clouds,10/25/2013 19:00,4313,medium,medium
None,289.629,0.0,0.0,80,Clouds,broken clouds,5/6/2014 21:00,2416,low,medium
None,276.08,0.0,0.0,75,Clouds,broken clouds,1/20/2018 13:00,4693,high,medium
None,292.49,0.0,0.0,40,Clouds,scattered clouds,5/17/2017 0:00,722,very low,high
None,274.0,0.0,0.0,90,Mist,mist,3/27/2018 2:00,249,very low,medium
None,268.79,0.0,0.0,1,Clear,sky is clear,2/27/2017 6:00,5773,high,low
None,291.22,0.0,0.0,40,Drizzle,drizzle,6/8/2018 4:00,884,very low,medium
None,279.22,0.0,0.0,91,Drizzle,light intensity drizzle,10/19/2012 8:00,5235,high,medium
None,271.22,0.0,0.0,1,Clear,sky is clear,12/29/2016 1:00,578,very low,low
None,257.51,0.0,0.0,75,Haze,haze,2/5/2016 8:00,5716,high,low
None,261.08,0.0,0.0,90,Snow,light snow,12/17/2016 3:00,317,very low,low
None,265.89,0.0,0.0,75,Clouds,broken clouds,1/14/2014 14:00,4383,high,low
None,290.87,0.0,0.0,1,Clear,sky is clear,7/31/2014 8:00,6211,very high,medium
None,300.42,0.0,0.0,1,Clear,sky is clear,7/5/2015 13:00,4057,medium,high
None,276.36,0.0,0.0,1,Clear,sky is clear,3/24/2018 16:00,4874,high,medium
None,256.05,0.0,0.0,20,Mist,mist,12/31/2012 6:00,3092,medium,low
None,259.79,0.0,0.0,64,Clouds,broken clouds,12/18/2013 3:00,391,very low,low
None,283.97,0.0,0.0,75,Clouds,broken clouds,5/13/2014 17:00,6766,very high,medium
None,274.87,0.0,0.0,90,Rain,light rain,12/14/2015 15:00,5532,high,medium
None,257.82,0.0,0.0,5,Clear,sky is clear,2/12/2016 19:00,3891,medium,low
None,255.46,0.0,0.0,5,Clear,sky is clear,12/7/2013 14:00,4704,high,low
None,267.81,0.0,0.0,75,Snow,heavy snow,11/13/2012 10:00,4656,high,low
None,298.15,0.0,0.0,48,Clouds,scattered clouds,8/12/2016 14:00,4773,high,high
None,273.93,0.0,0.0,90,Mist,mist,12/1/2015 2:00,275,very low,medium
None,294.15,0.0,0.0,1,Thunderstorm,proximity thunderstorm,8/4/2018 1:00,668,very low,high
None,293.75,0.0,0.0,75,Clouds,broken clouds,4/24/2017 14:00,4934,high,high
None,261.76,0.0,0.0,1,Clear,sky is clear,2/16/2013 19:00,3560,medium,low
None,304.08,0.0,0.0,40,Clouds,scattered clouds,7/9/2018 17:00,5805,high,high
None,275.34,0.0,0.0,90,Rain,light rain,11/30/2016 9:00,4853,high,medium
None,299.52,0.0,0.0,20,Clouds,few clouds,5/28/2014 19:00,3519,medium,high
None,271.88,0.0,0.0,1,Clear,sky is clear,3/16/2013 1:00,815,very low,low
None,299.58,0.0,0.0,0,Clear,Sky is Clear,8/26/2013 2:00,328,very low,high
None,291.72,0.0,0.0,90,Mist,mist,8/9/2017 18:00,4627,high,medium
None,255.81,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 8:00,5662,high,low
None,276.44,0.0,0.0,20,Clouds,few clouds,11/15/2012 9:00,5387,high,medium
None,289.72,0.0,0.0,1,Mist,mist,6/29/2015 5:00,2811,low,medium
None,289.47,0.0,0.0,1,Clear,sky is clear,5/27/2017 0:00,1373,very low,medium
None,294.03,0.0,0.0,12,Clouds,few clouds,8/11/2013 20:00,3094,medium,high
None,270.49,0.0,0.0,90,Clouds,overcast clouds,2/26/2017 22:00,1464,low,low
None,286.88,0.0,0.0,90,Clouds,overcast clouds,5/19/2018 18:00,3640,medium,medium
None,294.29,0.0,0.0,90,Rain,light rain,5/30/2018 11:00,4744,high,high
None,292.88,0.0,0.0,1,Haze,haze,6/12/2017 0:00,658,very low,high
None,296.78,0.0,0.0,75,Clouds,broken clouds,8/1/2016 23:00,1184,very low,high
None,274.72,0.0,0.0,1,Clear,sky is clear,11/21/2016 13:00,4391,high,medium
None,297.82,0.0,0.0,1,Rain,light rain,6/3/2017 0:00,1538,low,high
None,273.44,0.0,0.0,1,Clear,sky is clear,11/19/2015 20:00,2930,medium,medium
None,302.0,0.0,0.0,1,Clear,sky is clear,9/14/2017 14:00,5601,high,high
None,283.63,0.0,0.0,0,Clear,Sky is Clear,6/13/2014 3:00,414,very low,medium
None,272.54,0.0,0.0,40,Snow,light snow,1/7/2016 2:00,315,very low,medium
None,293.8,0.0,0.0,48,Clouds,scattered clouds,6/12/2016 22:00,1918,low,high
None,272.71,0.0,0.0,90,Drizzle,heavy intensity drizzle,1/2/2017 16:00,3563,medium,medium
None,262.77,0.0,0.0,20,Clouds,few clouds,2/22/2014 17:00,3366,medium,low
None,294.76,0.0,0.0,90,Clouds,overcast clouds,6/23/2017 16:00,5868,very high,high
None,290.08,0.0,0.0,1,Clear,sky is clear,8/1/2015 7:00,1753,low,medium
None,273.36,0.0,0.0,1,Clear,sky is clear,4/5/2018 13:00,5492,high,medium
None,270.8,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 2:00,298,very low,low
None,264.49,0.0,0.0,40,Clouds,scattered clouds,1/7/2013 23:00,961,very low,low
None,286.02,0.0,0.0,1,Rain,moderate rain,4/15/2017 22:00,3022,medium,medium
None,267.56,0.0,0.0,90,Haze,haze,12/21/2012 5:00,2242,low,low
None,277.07,0.0,0.0,90,Clouds,overcast clouds,3/26/2014 23:00,1298,very low,medium
None,296.04,2.1,0.0,90,Rain,moderate rain,9/17/2015 5:00,2903,low,high
None,272.89,0.0,0.0,1,Mist,mist,1/18/2017 23:00,968,very low,medium
None,274.8,0.0,0.0,90,Drizzle,light intensity drizzle,1/12/2013 6:00,1142,very low,medium
None,274.48,0.0,0.0,90,Snow,light snow,3/23/2016 14:00,5154,high,medium
None,285.29,0.0,0.0,90,Haze,haze,5/7/2016 5:00,723,very low,medium
None,296.43,0.51,0.0,90,Rain,moderate rain,7/7/2016 19:00,3109,medium,high
None,266.94,0.0,0.0,90,Snow,light snow,1/30/2017 7:00,5606,high,low
None,274.28,0.0,0.0,90,Drizzle,light intensity drizzle,1/23/2017 1:00,330,very low,medium
None,292.09,6.89,0.0,44,Thunderstorm,proximity thunderstorm,6/1/2014 7:00,1256,very low,high
None,277.15,0.0,0.0,1,Clear,sky is clear,11/26/2016 12:00,3876,medium,medium
None,282.55,0.0,0.0,90,Haze,haze,4/3/2017 11:00,4234,medium,medium
None,292.29,0.0,0.0,90,Rain,moderate rain,8/9/2017 13:00,4699,high,high
None,295.58,0.0,0.0,1,Clear,sky is clear,6/27/2017 13:00,4691,high,high
None,261.0,0.0,0.0,64,Clouds,broken clouds,11/28/2013 22:00,2043,low,low
None,280.53,0.0,0.0,40,Clouds,scattered clouds,5/19/2016 6:00,6054,very high,medium
None,292.41,0.0,0.0,80,Clouds,broken clouds,8/20/2013 7:00,6865,very high,high
None,298.87,0.0,0.0,75,Clouds,broken clouds,7/4/2018 18:00,2664,low,high
None,286.45,0.0,0.0,1,Mist,mist,7/17/2014 5:00,2998,medium,medium
None,275.47,0.0,0.0,90,Clouds,overcast clouds,11/15/2012 4:00,817,very low,medium
None,271.36,0.0,0.0,5,Clear,sky is clear,11/25/2017 20:00,3005,medium,low
None,294.2,0.0,0.0,0,Clear,Sky is Clear,7/29/2013 19:00,3391,medium,high
None,277.79,0.0,0.0,90,Rain,light rain,10/30/2017 0:00,563,very low,medium
None,287.58,0.0,0.0,75,Clouds,broken clouds,7/1/2015 7:00,6261,very high,medium
None,286.9,0.38,0.0,75,Thunderstorm,proximity thunderstorm,5/8/2014 21:00,2714,low,medium
None,271.73,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 5:00,2743,low,low
None,264.17,0.0,0.0,20,Clouds,few clouds,2/16/2013 13:00,4689,high,low
None,261.45,0.0,0.0,1,Clear,sky is clear,2/7/2014 14:00,5386,high,low
None,275.61,0.0,0.0,1,Clear,sky is clear,4/23/2018 4:00,900,very low,medium
None,267.16,0.0,0.0,40,Clouds,scattered clouds,2/18/2014 1:00,339,very low,low
None,271.58,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 11:00,4943,high,low
None,293.6,0.0,0.0,1,Clear,sky is clear,8/30/2016 20:00,2700,low,high
None,261.19,0.0,0.0,64,Clouds,broken clouds,11/27/2013 0:00,624,very low,low
None,297.41,0.0,0.0,80,Clouds,broken clouds,8/19/2016 14:00,5347,high,high
None,298.9,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 21:00,3292,medium,high
None,270.35,0.0,0.0,75,Clouds,broken clouds,1/7/2018 14:00,4409,high,low
None,293.79,0.0,0.0,1,Mist,mist,8/12/2018 0:00,1406,very low,high
None,288.02,0.0,0.0,1,Clear,sky is clear,10/3/2015 17:00,4707,high,medium
None,276.249,0.0,0.0,20,Clouds,few clouds,2/18/2017 22:00,4272,medium,medium
None,269.84,0.0,0.0,90,Fog,fog,4/15/2018 19:00,1417,very low,low
None,274.82,0.0,0.0,90,Mist,mist,11/30/2016 6:00,5425,high,medium
None,298.48,0.0,0.0,12,Clouds,few clouds,7/16/2013 22:00,2025,low,high
None,253.87,0.0,0.0,20,Clouds,few clouds,12/26/2012 8:00,3745,medium,low
None,292.28,0.0,0.0,75,Clouds,broken clouds,8/6/2017 10:00,3602,medium,high
None,291.39,0.0,0.0,90,Mist,mist,5/31/2013 0:00,741,very low,medium
None,297.5,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/2/2015 13:00,5414,high,high
None,263.66,0.0,0.0,75,Clouds,broken clouds,2/3/2014 13:00,4551,high,low
None,269.15,0.0,0.0,90,Mist,mist,1/24/2016 2:00,664,very low,low
None,290.92,0.0,0.0,1,Clear,sky is clear,5/21/2014 18:00,4636,high,medium
None,295.42,2.16,0.0,90,Mist,mist,6/28/2015 16:00,4317,medium,high
None,274.36,0.51,0.0,64,Rain,light rain,12/3/2013 7:00,6020,very high,medium
None,271.49,0.0,0.0,1,Clear,sky is clear,2/12/2017 23:00,1069,very low,low
None,270.01,0.0,0.0,90,Snow,heavy snow,4/14/2018 13:00,1987,low,low
None,286.48,0.0,0.0,1,Fog,fog,7/24/2017 6:00,5605,high,medium
None,268.73,0.0,0.0,1,Clear,sky is clear,3/14/2013 22:00,3350,medium,low
None,280.08,0.0,0.0,40,Clouds,scattered clouds,3/3/2018 16:00,4855,high,medium
None,267.15,0.0,0.0,20,Clouds,few clouds,3/5/2014 12:00,4768,high,low
None,270.42,0.0,0.0,90,Mist,mist,1/24/2016 10:00,3093,medium,low
None,296.26,0.63,0.0,75,Thunderstorm,proximity thunderstorm,9/5/2015 8:00,3026,medium,high
None,282.69,0.0,0.0,0,Clear,Sky is Clear,5/5/2014 6:00,5886,very high,medium
None,274.72,0.0,0.0,90,Rain,moderate rain,1/31/2017 2:00,234,very low,medium
None,257.33,0.0,0.0,64,Mist,mist,12/23/2013 2:00,278,very low,low
None,298.75,0.0,0.0,20,Clouds,few clouds,5/31/2018 21:00,3102,medium,high
None,263.44,0.0,0.0,1,Clear,sky is clear,11/22/2013 5:00,2606,low,low
None,276.51,0.0,0.0,64,Clouds,broken clouds,11/30/2013 13:00,4187,medium,medium
None,269.88,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 14:00,5582,high,low
None,289.68,0.0,0.0,90,Mist,mist,8/29/2015 11:00,5024,high,medium
None,291.72,0.0,0.0,75,Mist,mist,8/28/2016 10:00,3853,medium,medium
None,286.15,0.0,0.0,75,Clouds,broken clouds,11/17/2016 14:00,5041,high,medium
None,292.58,0.0,0.0,90,Rain,light rain,8/18/2017 12:00,5094,high,high
None,304.23,0.0,0.0,75,Clouds,broken clouds,9/24/2017 16:00,4397,high,high
None,296.02,0.0,0.0,40,Haze,haze,7/20/2017 22:00,2339,low,high
None,272.26,0.0,0.0,64,Snow,light snow,12/4/2013 1:00,365,very low,medium
None,293.65,12.19,0.0,88,Thunderstorm,proximity thunderstorm,6/16/2013 16:00,4271,medium,high
None,288.15,1.72,0.0,92,Drizzle,light intensity drizzle,6/15/2014 7:00,1053,very low,medium
None,269.84,0.0,0.0,90,Clouds,overcast clouds,3/27/2013 6:00,5587,high,low
None,296.494,0.0,0.0,68,Clouds,broken clouds,7/16/2016 19:00,3435,medium,high
None,290.72,0.0,0.0,90,Clouds,overcast clouds,8/13/2017 10:00,3288,medium,medium
None,269.79,0.0,0.0,90,Snow,snow,2/23/2018 3:00,368,very low,low
None,295.05,0.0,0.0,40,Clouds,scattered clouds,5/22/2016 23:00,1166,very low,high
None,292.08,0.0,0.0,1,Clear,sky is clear,7/5/2016 23:00,2091,low,high
None,291.81,0.0,0.0,90,Clouds,overcast clouds,6/11/2018 9:00,4588,high,high
None,296.75,0.0,0.0,1,Clear,sky is clear,6/10/2017 2:00,641,very low,high
None,268.71,0.0,0.0,64,Clouds,broken clouds,1/16/2014 0:00,513,very low,low
None,301.15,0.0,0.0,75,Clouds,broken clouds,5/27/2018 22:00,2565,low,high
None,275.46,0.0,0.0,90,Mist,mist,1/22/2017 11:00,3538,medium,medium
None,294.49,0.0,0.0,40,Clouds,scattered clouds,6/18/2017 17:00,4175,medium,high
None,291.51,0.0,0.0,0,Clear,Sky is Clear,7/5/2013 1:00,643,very low,medium
None,271.52,0.0,0.0,75,Clouds,broken clouds,3/25/2013 10:00,4315,medium,low
None,282.35,0.6,0.0,90,Drizzle,light intensity drizzle,4/19/2016 5:00,2722,low,medium
None,291.82,0.0,0.0,1,Clear,sky is clear,7/16/2017 5:00,586,very low,high
None,291.14,0.0,0.0,88,Clouds,overcast clouds,6/9/2013 22:00,1843,low,medium
None,287.09,0.0,0.0,1,Clear,sky is clear,5/11/2013 13:00,3678,medium,medium
None,257.3,0.0,0.0,90,Snow,light snow,12/28/2017 6:00,3997,medium,low
None,265.51,0.0,0.0,90,Snow,heavy snow,12/29/2012 9:00,2565,low,low
None,298.19,0.0,0.0,40,Clouds,scattered clouds,7/9/2016 20:00,97,very low,high
None,285.75,0.0,0.0,90,Mist,mist,10/12/2017 9:00,5278,high,medium
None,263.23,0.0,0.0,75,Clouds,broken clouds,12/27/2015 18:00,4144,medium,low
None,290.8,0.25,0.0,56,Rain,light rain,6/8/2013 18:00,4058,medium,medium
None,279.01,0.0,0.0,75,Clouds,broken clouds,4/23/2014 4:00,824,very low,medium
None,303.07,0.0,0.0,5,Clear,sky is clear,8/1/2017 18:00,4281,medium,high
None,300.37,0.0,0.0,8,Clear,sky is clear,8/8/2016 16:00,5828,very high,high
None,277.96,0.0,0.0,90,Rain,light rain,5/2/2013 18:00,4800,high,medium
None,272.36,0.0,0.0,90,Snow,heavy snow,1/22/2018 13:00,3066,medium,medium
None,278.93,0.0,0.0,90,Rain,light rain,10/29/2015 8:00,5760,high,medium
None,300.09,0.0,0.0,20,Clouds,few clouds,6/26/2016 12:00,4303,medium,high
None,265.62,0.0,0.0,90,Mist,mist,3/12/2017 22:00,1935,low,low
None,288.44,0.0,0.0,1,Mist,mist,7/30/2018 2:00,317,very low,medium
None,304.01,0.0,0.0,40,Clouds,scattered clouds,9/4/2015 17:00,5097,high,high
None,269.72,0.0,0.0,90,Snow,snow,12/11/2017 1:00,281,very low,low
None,295.09,0.0,0.0,1,Clear,sky is clear,7/13/2016 3:00,357,very low,high
None,286.381,0.0,0.0,0,Clear,Sky is Clear,10/5/2016 20:00,2619,low,medium
None,267.69,0.0,0.0,90,Mist,mist,12/17/2017 7:00,1283,very low,low
None,273.21,0.0,0.0,1,Clear,sky is clear,5/15/2016 3:00,411,very low,medium
None,274.87,0.0,0.0,90,Drizzle,drizzle,12/14/2015 15:00,5532,high,medium
None,273.28,0.0,0.0,1,Clear,sky is clear,11/25/2017 8:00,2133,low,medium
None,300.83,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 20:00,3351,medium,high
None,275.87,0.0,0.0,64,Clouds,broken clouds,11/10/2013 22:00,1450,very low,medium
None,300.55,0.0,0.0,40,Clouds,scattered clouds,6/27/2015 15:00,4286,medium,high
None,297.2,8.64,0.0,1,Rain,heavy intensity rain,7/31/2014 20:00,3437,medium,high
None,289.14,0.0,0.0,90,Clouds,overcast clouds,8/28/2017 7:00,6691,very high,medium
None,271.28,0.0,0.0,90,Snow,light snow,1/25/2016 0:00,461,very low,low
None,281.22,0.0,0.0,1,Clear,sky is clear,5/6/2017 4:00,481,very low,medium
None,287.45,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 11:00,4387,high,medium
None,279.43,0.0,0.0,100,Rain,light rain,12/2/2012 12:00,3770,medium,medium
None,260.61,0.0,0.0,1,Clear,sky is clear,2/12/2016 14:00,5639,high,low
None,289.98,0.0,0.0,90,Drizzle,drizzle,8/17/2015 21:00,2334,low,medium
None,305.13,0.0,0.0,40,Clouds,scattered clouds,7/21/2016 16:00,5893,very high,high
None,263.41,0.0,0.0,20,Clouds,few clouds,12/21/2012 21:00,2795,low,low
None,265.14,0.0,0.0,90,Snow,light snow,12/12/2017 14:00,5012,high,low
None,294.15,0.0,0.0,40,Clouds,scattered clouds,5/1/2018 1:00,395,very low,high
None,274.09,0.0,0.0,90,Snow,light snow,11/25/2016 2:00,474,very low,medium
None,283.92,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 19:00,2542,low,medium
None,299.01,0.0,0.0,56,Clouds,broken clouds,5/24/2014 15:00,3931,medium,high
None,275.69,0.0,0.0,1,Clear,sky is clear,4/22/2017 5:00,854,very low,medium
None,279.37,0.0,0.0,40,Clouds,scattered clouds,4/30/2017 5:00,443,very low,medium
None,284.67,0.0,0.0,48,Clouds,scattered clouds,7/28/2013 3:00,393,very low,medium
None,292.18,0.51,0.0,75,Rain,moderate rain,5/25/2016 11:00,4885,high,high
None,263.49,0.0,0.0,64,Snow,light snow,12/26/2013 2:00,247,very low,low
None,284.79,0.0,0.0,75,Clouds,broken clouds,5/12/2018 10:00,4455,high,medium
None,265.51,0.0,0.0,1,Clear,sky is clear,12/22/2012 14:00,4243,medium,low
None,268.97,0.0,0.0,1,Clear,sky is clear,11/19/2016 20:00,2485,low,low
None,276.58,0.0,0.0,90,Clouds,overcast clouds,3/26/2014 22:00,2168,low,medium
None,289.91,1.52,0.0,80,Rain,moderate rain,7/31/2013 4:00,822,very low,medium
None,276.95,0.0,0.0,90,Rain,light rain,4/26/2017 18:00,4631,high,medium
None,271.02,0.0,0.0,90,Clouds,overcast clouds,11/1/2017 4:00,917,very low,low
None,290.0,0.0,0.0,1,Clear,sky is clear,6/1/2013 4:00,421,very low,medium
None,254.41,0.0,0.0,1,Clear,sky is clear,1/6/2017 12:00,4988,high,low
None,266.48,0.0,0.0,75,Haze,haze,1/16/2017 11:00,4145,medium,low
None,258.4,0.0,0.0,97,Clouds,overcast clouds,2/3/2013 21:00,1566,low,low
None,299.08,0.0,0.0,1,Thunderstorm,proximity thunderstorm,5/25/2018 20:00,3026,medium,high
None,288.55,0.0,0.0,90,Drizzle,light intensity drizzle,9/26/2017 12:00,4827,high,medium
None,281.915,0.0,0.0,56,Clouds,broken clouds,10/28/2016 4:00,799,very low,medium
None,250.48,0.0,0.0,1,Clear,sky is clear,12/15/2016 7:00,6059,very high,low
None,267.64,0.0,0.0,75,Clouds,broken clouds,3/16/2017 4:00,1057,very low,low
None,266.7,0.0,0.0,64,Mist,mist,12/29/2013 0:00,1057,very low,low
None,296.78,0.0,0.0,75,Clouds,broken clouds,7/16/2017 11:00,4131,medium,high
None,292.67,0.0,0.0,1,Mist,mist,9/3/2015 4:00,870,very low,high
None,271.01,0.0,0.0,64,Clouds,broken clouds,12/2/2013 1:00,324,very low,low
None,292.68,0.0,0.0,75,Rain,moderate rain,6/4/2016 16:00,4805,high,high
None,274.98,0.0,0.0,90,Mist,mist,12/25/2016 21:00,1858,low,medium
None,276.31,0.0,0.0,75,Clouds,broken clouds,4/9/2014 7:00,6972,very high,medium
