Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2004-10-26,12:00:00,4.4,26.7,146,22.6,54.5,,
2004-01-08,17:00:00,0.9,5.3,84,38.5,19.8,,
2004-10-31,10:00:00,2.1,10.6,74,22.2,64.4,,
2004-05-24,23:00:00,0.8,5.0,86,16.5,24.9,121.1778834,60.18817208
2005-03-03,1:00:00,1.4,4.2,138,4.4,43.3,,
2005-01-19,6:00:00,-200.0,1.2,57,5.0,75.0,,
2004-09-14,2:00:00,-200.0,3.2,-200,23.5,52.6,,
2004-07-20,6:00:00,-200.0,9.9,91,23.9,46.5,,
2004-03-19,2:00:00,0.9,3.6,63,12.5,69.3,42.70657175,50.51755822
2004-11-06,23:00:00,1.3,7.3,97,24.9,27.2,,
2005-03-14,20:00:00,6.5,28.3,227,15.9,47.9,,
2004-06-16,3:00:00,0.6,3.0,-200,20.8,58.4,,
2005-01-25,3:00:00,-200.0,0.3,-200,4.5,52.0,,
2004-12-06,9:00:00,1.9,13.1,92,24.0,36.6,,
2005-03-29,22:00:00,1.4,4.8,127,14.6,67.3,,
2004-07-29,16:00:00,-200.0,11.7,129,38.5,16.5,,
2005-02-15,12:00:00,1.2,4.4,134,12.8,19.8,,
2004-07-18,21:00:00,1.2,9.0,99,29.7,24.8,,
2004-08-19,4:00:00,0.5,1.9,16,27.7,52.5,,
2005-09-01,21:00:00,2.5,9.6,151,14.4,58.2,,
2004-08-08,2:00:00,0.8,4.5,39,24.9,57.3,,
2004-08-12,18:00:00,2.6,10.3,119,16.2,54.5,,
2005-02-18,16:00:00,1.8,8.4,164,11.6,30.9,,
2004-10-29,14:00:00,5.5,26.1,163,19.7,82.2,,
2005-01-16,21:00:00,1.5,4.3,157,7.7,39.0,,
2004-01-10,16:00:00,3.4,18.4,136,26.4,45.4,,
2005-03-13,10:00:00,0.3,5.0,148,13.9,47.3,,
2005-01-28,2:00:00,0.9,2.0,77,3.0,49.1,,
2005-03-28,19:00:00,3.7,12.4,175,19.6,47.8,,
2004-10-22,9:00:00,2.9,18.7,88,22.3,60.6,,
2005-09-02,22:00:00,2.2,-200.0,157,-200.0,-200.0,,
2004-06-18,16:00:00,2.4,14.8,147,37.2,21.6,,
2004-12-29,7:00:00,-200.0,2.0,-200,10.1,65.9,,
2004-04-13,16:00:00,1.7,7.7,88,16.3,41.8,139.173182,153.9411187
2004-11-20,2:00:00,2.6,3.5,117,10.8,17.0,,
2004-11-28,4:00:00,1.0,3.1,55,10.3,74.9,,
2004-04-08,4:00:00,-200.0,3.0,-200,27.0,51.8,,
2004-08-13,18:00:00,1.0,5.1,76,32.0,28.2,,
2004-03-07,4:00:00,0.4,2.8,41,22.6,43.0,,
2004-04-27,23:00:00,2.0,10.9,108,17.9,43.5,180.4256636,212.95346809999998
2004-09-07,15:00:00,1.5,10.3,138,33.2,20.4,,
2004-11-22,0:00:00,0.3,5.0,116,5.6,48.0,,
2005-02-20,7:00:00,0.5,1.1,56,7.8,55.7,,
2004-04-05,16:00:00,1.2,6.3,54,19.9,55.2,59.85543012,171.96623490000002
2004-10-20,1:00:00,-200.0,10.0,-200,19.5,69.7,,
2004-02-12,2:00:00,1.6,5.7,86,11.7,78.6,,
2004-11-22,11:00:00,2.7,25.4,239,6.8,49.8,,
2004-07-16,19:00:00,4.1,21.6,187,32.4,21.5,,
2004-07-17,11:00:00,1.9,11.0,117,35.1,19.2,,
2004-07-13,8:00:00,5.0,27.6,129,19.2,48.8,,
2004-07-06,17:00:00,3.3,18.9,124,33.5,19.9,,
2005-03-22,3:00:00,0.7,1.8,62,12.8,63.6,,
2005-03-19,13:00:00,2.1,8.5,160,17.5,46.0,,
2004-05-30,7:00:00,0.2,3.6,61,18.6,44.2,,
2004-01-06,20:00:00,3.7,19.7,88,21.0,66.9,,
2005-01-27,2:00:00,0.2,2.5,74,4.1,42.1,,
2005-03-17,19:00:00,3.9,21.3,214,20.2,29.3,,
2004-07-20,13:00:00,-200.0,13.4,130,39.8,16.0,,
2004-01-06,12:00:00,1.9,15.9,89,21.6,61.8,,
2004-10-26,14:00:00,4.5,26.4,158,24.9,48.3,,
2004-03-17,5:00:00,0.5,1.6,40,11.8,58.0,33.31724676,52.3470406
2004-09-29,18:00:00,5.6,31.0,204,25.3,33.0,,
2004-10-23,4:00:00,-200.0,4.0,42,19.6,66.9,,
2005-02-27,8:00:00,1.1,3.6,118,2.5,69.5,,
2004-05-30,19:00:00,1.1,8.8,95,27.4,23.8,,
2004-11-08,6:00:00,1.1,7.2,42,26.1,63.7,,
2004-08-27,22:00:00,1.7,-200.0,99,-200.0,-200.0,,
2004-08-13,19:00:00,1.2,5.9,78,29.4,34.4,,
2004-05-13,20:00:00,4.6,21.2,141,19.1,52.3,127.1150375,62.80328543
2005-12-02,4:00:00,-200.0,5.5,146,5.1,65.9,,
2004-08-31,10:00:00,-200.0,15.3,-200,29.8,38.8,,
2004-11-23,13:00:00,5.4,27.1,201,13.8,67.0,,
2005-03-16,17:00:00,3.6,17.4,210,27.9,15.6,,
2004-06-22,18:00:00,3.6,20.2,139,31.7,25.9,,
2004-09-30,7:00:00,-200.0,24.8,-200,18.0,57.0,,
2005-02-25,6:00:00,1.0,4.1,146,5.2,80.7,,
2004-06-23,0:00:00,1.2,8.0,83,22.9,43.6,,
2005-07-01,23:00:00,3.3,11.6,132,5.8,81.3,,
2004-06-16,5:00:00,0.5,2.4,34,21.3,54.5,,
2004-04-07,16:00:00,0.6,4.0,56,38.9,15.6,,
2005-01-26,9:00:00,0.6,4.4,163,3.5,47.5,,
2004-04-18,10:00:00,-200.0,6.8,-200,14.5,77.2,189.48584230000003,214.14544390000003
2004-10-05,15:00:00,2.3,13.7,109,25.0,30.1,115.35160400000001,61.66597693
2004-04-14,22:00:00,-200.0,7.8,-200,13.4,54.3,142.6671616,153.04334780000002
2004-08-27,18:00:00,2.0,-200.0,107,-200.0,-200.0,,
2004-12-12,17:00:00,5.0,22.0,178,14.3,45.8,,
2004-09-13,0:00:00,-200.0,7.2,-200,23.0,63.3,,
2004-10-12,1:00:00,0.7,2.7,59,13.7,45.0,,
2004-08-23,10:00:00,-200.0,9.2,-200,30.3,30.9,,
2004-09-23,4:00:00,-200.0,2.2,44,21.1,63.8,,
2005-03-14,17:00:00,3.4,14.4,177,18.9,34.4,,
2005-03-20,19:00:00,2.9,12.7,155,17.3,47.8,,
2004-10-05,7:00:00,-200.0,31.5,-200,14.7,62.3,113.92159029999999,64.62111917
2004-03-15,13:00:00,2.9,14.9,119,23.3,32.2,39.75437667,51.71488838
2004-08-10,2:00:00,0.7,3.6,47,20.5,62.1,,
2004-01-10,13:00:00,4.1,22.3,132,23.9,54.4,,
2005-01-18,10:00:00,5.8,25.0,235,5.6,52.9,,
2004-07-13,9:00:00,3.6,16.7,135,21.7,42.4,,
2004-08-26,4:00:00,-200.0,1.7,31,23.0,47.7,,
2004-09-21,11:00:00,3.1,17.0,158,28.5,39.0,,
2005-01-25,0:00:00,-200.0,1.0,57,5.9,41.8,,
2004-08-30,8:00:00,-200.0,30.7,-200,23.8,56.5,,
2004-05-04,13:00:00,3.1,15.4,114,18.0,51.5,124.1378179,150.8148119
2005-12-02,0:00:00,4.2,14.2,211,5.8,64.3,,
2005-02-15,10:00:00,1.6,5.3,168,9.4,32.7,,
2004-03-12,11:00:00,3.6,13.0,144,15.8,74.7,,
2004-09-09,20:00:00,3.6,16.6,165,29.3,30.7,,
2005-03-13,11:00:00,1.0,7.7,160,13.5,51.6,,
2004-03-31,12:00:00,2.9,11.3,123,12.3,73.3,73.66651619,116.75896850000001
2004-09-07,19:00:00,2.8,16.6,158,28.3,24.9,,
2004-09-05,8:00:00,-200.0,2.6,-200,16.8,46.8,126.43205859999999,64.19563621
2004-06-19,19:00:00,1.6,-200.0,77,-200.0,-200.0,,
2004-07-22,4:00:00,1.0,5.4,70,23.8,55.4,,
2004-07-22,23:00:00,2.5,14.6,105,29.4,38.7,,
2005-03-16,0:00:00,1.4,5.7,134,11.8,56.9,,
2004-05-10,10:00:00,-200.0,22.8,-200,23.9,48.7,,
2005-07-02,8:00:00,2.3,8.7,246,2.9,49.5,,
2004-10-30,9:00:00,3.0,14.4,106,17.4,79.3,,
2004-02-07,6:00:00,0.8,5.6,63,24.8,50.6,,
2004-03-08,20:00:00,-200.0,10.3,100,30.1,45.0,,
2004-12-27,5:00:00,0.4,0.7,46,11.9,61.1,,
2005-01-14,16:00:00,3.4,16.9,143,11.9,59.1,,
2004-10-14,21:00:00,-200.0,7.3,-200,16.4,77.1,,
2004-07-26,17:00:00,-200.0,12.0,118,34.6,23.5,,
2004-06-06,21:00:00,1.4,7.0,89,21.8,39.2,,
2004-11-26,6:00:00,1.0,4.6,75,9.1,77.3,,
2005-01-31,11:00:00,2.8,12.5,256,10.0,22.4,,
2004-07-08,19:00:00,1.6,8.3,86,32.2,37.4,,
2004-03-05,21:00:00,2.0,9.8,100,18.7,64.6,50.661736600000005,129.79551999999998
2004-08-21,5:00:00,-200.0,3.0,-200,24.8,43.4,,
2004-10-04,23:00:00,2.5,9.7,117,11.8,56.6,136.4961603,149.50280180000001
2004-04-25,11:00:00,0.9,2.7,58,17.2,35.0,175.3797289,216.64691969999996
2004-08-06,14:00:00,2.4,16.5,130,37.5,18.1,,
2004-08-31,14:00:00,2.9,8.9,-200,32.5,28.7,,
2005-03-15,2:00:00,0.7,2.0,69,11.1,66.1,,
2004-11-13,0:00:00,1.6,5.0,108,15.6,60.0,,
2004-07-14,7:00:00,4.7,27.5,142,19.9,46.5,,
2004-06-14,12:00:00,1.2,5.3,72,25.5,38.3,,
2005-12-01,11:00:00,3.5,16.5,191,11.8,65.5,,
2004-11-20,4:00:00,-200.0,2.3,94,9.7,22.5,,
2005-11-02,11:00:00,4.7,-200.0,276,-200.0,-200.0,,
2004-07-20,4:00:00,-200.0,4.1,89,23.4,47.4,,
2005-12-03,17:00:00,0.7,7.6,146,17.5,34.1,,
2004-07-16,13:00:00,2.1,11.9,120,36.5,16.7,,
2005-11-01,16:00:00,3.9,20.1,159,13.6,58.9,,
2004-11-15,2:00:00,0.3,0.6,31,10.7,36.1,,
2004-12-30,14:00:00,-200.0,4.3,-200,11.4,32.8,,
2004-03-10,1:00:00,-200.0,6.5,-200,20.7,63.2,,
2005-12-02,8:00:00,2.3,11.9,224,6.0,62.8,,
2004-05-27,2:00:00,-200.0,3.6,-200,18.6,38.8,,
2004-07-29,20:00:00,-200.0,11.7,118,29.7,28.1,,
2005-03-14,22:00:00,2.1,8.4,158,13.7,58.5,,
2004-06-15,2:00:00,0.5,1.4,33,20.7,48.3,,
2004-11-03,22:00:00,1.5,4.7,85,8.2,63.4,23.78120606,50.9841185
2004-09-24,13:00:00,4.6,26.9,153,25.4,48.7,,
2004-08-19,3:00:00,0.4,1.8,-200,28.8,49.0,,
2004-05-13,9:00:00,2.4,10.6,119,16.6,55.6,115.0128243,70.84363885
2005-02-28,13:00:00,1.1,3.1,125,4.0,36.8,,
2004-12-03,3:00:00,0.8,1.9,-200,7.0,62.3,21.1872315,57.88251092
2004-05-15,3:00:00,1.1,5.6,-200,14.8,50.6,117.13491770000002,60.49171049
2004-11-19,1:00:00,1.9,5.6,110,16.1,59.5,,
2004-12-14,12:00:00,4.4,21.7,206,12.9,54.1,,
2004-10-18,8:00:00,-200.0,26.8,-200,14.4,65.8,,
2004-03-21,11:00:00,1.8,7.3,81,18.9,49.6,34.20338284,55.86453079
2004-08-27,12:00:00,2.0,-200.0,104,-200.0,-200.0,,
2004-04-20,19:00:00,-200.0,23.9,-200,19.9,45.0,172.8803868,216.57731850000002
2004-07-14,4:00:00,0.5,2.9,59,20.5,42.3,,
2005-12-01,20:00:00,5.6,27.5,166,13.1,62.9,,
2004-04-14,0:00:00,1.1,4.9,74,11.5,61.4,158.67156819999997,170.2603026
2005-05-03,7:00:00,0.8,2.0,132,4.6,54.6,,
2004-11-16,12:00:00,2.6,10.7,189,17.2,22.4,,
2004-12-20,12:00:00,2.5,4.5,105,9.6,53.9,,
2004-04-24,19:00:00,3.5,19.4,134,23.4,39.7,178.50626780000002,215.37349559999998
2005-02-25,3:00:00,1.1,3.4,-200,5.0,82.9,,
2005-12-01,16:00:00,3.3,17.2,166,15.8,48.9,,
2005-09-01,1:00:00,1.6,5.5,127,13.5,63.4,,
2004-04-09,16:00:00,2.3,11.9,-200,40.7,17.0,,
2005-02-26,11:00:00,1.4,3.6,116,9.6,43.5,,
2004-12-30,16:00:00,-200.0,5.6,-200,12.3,29.7,,
2004-05-08,1:00:00,-200.0,4.5,-200,25.4,52.9,,
2005-01-23,1:00:00,-200.0,7.5,181,7.0,39.9,,
2004-08-09,19:00:00,4.7,24.1,176,29.9,22.3,,
2004-08-23,15:00:00,1.0,4.9,57,36.1,18.4,,
2004-06-30,13:00:00,2.3,14.0,139,36.9,26.9,,
2004-09-13,22:00:00,2.1,14.6,112,25.1,49.4,,
2004-09-12,7:00:00,0.6,1.3,63,14.6,56.7,,
2004-06-28,2:00:00,0.6,3.4,41,26.0,41.2,,
2004-05-21,7:00:00,4.2,26.2,113,16.4,51.3,119.34404270000002,63.87779228
2004-08-07,17:00:00,3.1,20.5,200,39.1,16.9,,
2004-06-17,11:00:00,1.7,8.9,117,27.1,38.3,,
2005-03-27,17:00:00,1.8,4.9,126,14.4,80.8,,
2004-02-11,23:00:00,2.6,13.9,66,19.2,68.8,,
2004-11-13,15:00:00,2.1,9.2,118,21.5,43.4,,
2005-09-02,17:00:00,2.3,-200.0,176,-200.0,-200.0,,
2004-07-25,2:00:00,0.7,3.6,52,24.7,56.9,,
2005-08-01,11:00:00,2.5,10.4,141,11.6,54.1,,
2004-11-29,19:00:00,1.8,7.3,94,17.3,57.0,,
2004-03-08,1:00:00,-200.0,6.6,50,26.2,52.3,,
2004-04-11,1:00:00,1.1,6.3,57,19.3,65.5,,
2004-08-30,2:00:00,-200.0,2.9,-200,23.7,56.2,,
2004-11-19,7:00:00,1.6,5.3,98,14.5,63.0,,
2005-03-27,19:00:00,1.8,5.7,121,13.9,83.6,,
2004-11-11,20:00:00,4.7,20.6,177,12.9,68.8,,
2004-11-06,7:00:00,4.6,24.8,131,20.5,48.2,,
2004-06-05,3:00:00,0.4,1.0,-200,12.7,71.6,52.50723997,171.32556100000002
2004-02-04,13:00:00,3.0,16.1,130,23.6,31.3,73.72950942,101.91131850000001
2004-03-07,2:00:00,0.7,4.6,77,23.4,40.6,,
2004-09-22,15:00:00,2.6,15.3,141,30.2,32.9,,
2005-02-19,5:00:00,0.8,2.4,89,1.9,60.0,,
2004-03-15,5:00:00,1.0,3.9,74,11.9,67.4,46.98305284,53.89120163
2004-07-17,19:00:00,2.1,10.7,112,34.0,19.2,,
2005-05-02,5:00:00,1.3,4.4,149,1.0,67.7,,
2004-12-31,6:00:00,-200.0,0.6,-200,7.8,48.1,,
2004-08-27,2:00:00,1.0,-200.0,67,-200.0,-200.0,,
2005-01-20,15:00:00,2.3,10.3,140,15.1,20.8,,
2004-09-12,14:00:00,1.8,7.1,95,15.2,51.0,,
2004-11-05,4:00:00,-200.0,1.8,53,11.4,70.5,110.9736988,70.55030467
2005-01-23,17:00:00,-200.0,3.7,124,7.1,66.0,,
2005-01-04,23:00:00,1.1,3.4,127,13.6,30.8,,
2005-12-02,7:00:00,1.6,8.8,176,5.2,65.5,,
2004-11-03,14:00:00,2.9,11.5,128,8.0,81.1,42.90079247,59.08102129
2004-04-13,7:00:00,3.9,19.1,130,11.0,64.2,137.7082702,166.9454055
2004-06-06,5:00:00,0.5,2.4,34,16.6,80.2,,
2004-05-22,20:00:00,1.8,10.9,90,22.3,45.4,117.40771459999999,63.37115879
2005-02-14,4:00:00,0.5,1.8,62,8.3,67.2,,
2004-04-26,18:00:00,3.2,13.9,119,18.3,35.9,185.18638069999997,201.37541930000003
2004-04-13,11:00:00,1.6,8.0,96,13.8,47.4,124.97017790000001,155.56894530000002
2005-10-01,9:00:00,3.5,21.4,146,13.1,70.2,,
2004-11-26,19:00:00,6.4,30.7,170,15.6,64.9,,
2004-09-23,10:00:00,2.4,14.8,118,26.3,48.1,,
2004-02-07,20:00:00,2.8,14.2,154,29.5,23.8,,
2004-08-22,1:00:00,-200.0,6.4,-200,22.8,49.4,,
2004-06-06,2:00:00,1.1,6.6,58,17.5,79.1,,
2004-08-29,20:00:00,-200.0,11.8,-200,28.3,39.2,,
2005-04-01,15:00:00,3.0,-200.0,172,-200.0,-200.0,,
2004-08-12,21:00:00,3.5,9.2,121,13.9,76.7,,
2005-02-24,7:00:00,1.5,5.5,170,3.8,83.8,,
2005-01-20,17:00:00,4.5,21.9,204,13.7,28.1,,
2004-08-23,12:00:00,1.3,5.9,64,34.4,23.5,,
2004-07-16,0:00:00,1.7,10.2,97,24.3,36.3,,
2004-08-15,4:00:00,-200.0,2.0,27,22.4,62.2,,
2004-01-04,23:00:00,2.0,8.5,103,14.9,52.0,82.326412,102.18218279999999
2004-06-11,4:00:00,0.9,4.3,54,15.6,70.8,,
2004-07-10,22:00:00,1.7,11.0,73,21.8,58.2,,
2004-06-07,1:00:00,0.9,4.9,75,25.8,41.0,,
2005-10-02,0:00:00,2.0,-200.0,126,-200.0,-200.0,,
2005-03-28,20:00:00,2.9,9.4,157,17.6,54.4,,
2005-01-18,9:00:00,5.1,20.3,175,4.3,56.8,,
2004-08-29,9:00:00,-200.0,3.9,-200,25.1,51.8,,
2005-03-02,7:00:00,0.6,4.2,134,1.3,63.1,,
2004-11-13,13:00:00,3.6,14.1,166,21.5,42.7,,
2004-11-03,8:00:00,2.0,8.0,112,10.8,57.4,46.54165554,57.58190244
2004-11-16,13:00:00,2.5,11.1,147,17.3,20.4,,
2005-04-03,23:00:00,1.8,6.5,156,6.6,61.3,,
2004-08-21,20:00:00,-200.0,7.8,-200,24.6,38.0,,
2004-05-27,3:00:00,-200.0,2.3,-200,19.0,38.9,,
2004-08-19,6:00:00,0.8,4.7,38,27.1,54.4,,
2004-01-06,13:00:00,2.5,15.7,88,24.0,49.3,,
2004-09-25,9:00:00,1.0,4.6,52,16.9,47.7,,
2005-01-21,8:00:00,4.5,22.6,174,7.2,62.2,,
2004-03-08,3:00:00,-200.0,1.7,-200,28.0,45.2,,
2004-07-12,19:00:00,3.2,13.3,116,15.2,58.4,,
2004-05-19,3:00:00,0.3,1.8,-200,18.7,44.3,118.50823270000001,60.07121415
2004-10-14,0:00:00,-200.0,4.0,-200,15.1,56.9,,
2004-04-18,5:00:00,-200.0,1.9,-200,13.8,71.9,187.907752,215.92574879999998
2004-03-26,19:00:00,2.7,12.4,98,10.4,48.0,85.14513291,105.77104340000001
2004-09-19,0:00:00,2.2,10.5,104,21.3,50.5,,
2004-11-30,12:00:00,2.0,8.8,105,14.6,65.9,,
2005-02-23,14:00:00,2.5,10.1,232,5.7,72.5,,
2004-03-06,11:00:00,-200.0,10.9,-200,27.4,31.0,,
2004-06-11,22:00:00,1.8,7.9,83,19.1,59.2,,
2004-11-24,1:00:00,2.8,13.4,123,10.0,83.6,,
2004-09-29,0:00:00,1.1,5.9,86,17.2,53.9,,
2004-10-29,10:00:00,1.4,8.4,77,23.5,57.7,,
2004-10-15,15:00:00,-200.0,18.1,-200,23.2,39.9,,
2004-03-26,13:00:00,2.3,12.5,99,19.1,26.2,78.18266247,109.27274320000001
2004-11-20,17:00:00,3.4,21.1,196,13.5,19.5,,
2004-02-12,8:00:00,4.2,21.6,131,12.9,73.8,,
2004-12-08,9:00:00,1.9,9.5,71,29.4,53.1,,
2004-12-25,13:00:00,5.5,18.1,178,11.4,62.9,,
2004-11-23,6:00:00,1.4,7.7,98,8.5,81.1,,
2004-09-07,8:00:00,2.7,15.1,-200,27.0,35.3,,
2005-01-17,6:00:00,0.7,1.6,90,3.2,56.0,,
2004-10-06,2:00:00,1.0,5.9,66,22.0,52.8,,
2005-02-24,6:00:00,0.8,3.0,131,3.6,84.4,,
2004-10-31,8:00:00,0.9,4.6,41,20.6,70.7,,
2004-05-19,0:00:00,1.2,7.7,84,19.3,43.0,130.2895503,62.23693993
2004-12-05,1:00:00,0.8,5.2,67,17.6,57.6,121.6568832,65.86570391
2004-10-09,23:00:00,1.7,9.3,131,25.1,35.7,,
2004-01-12,8:00:00,3.4,18.1,121,9.0,79.8,,
2004-10-18,16:00:00,-200.0,22.8,-200,20.0,56.5,,
2005-02-01,2:00:00,1.3,3.6,96,4.5,63.6,,
2004-05-22,6:00:00,0.5,4.6,66,16.5,53.5,114.8704012,63.94351797
2004-07-20,9:00:00,-200.0,26.2,189,29.4,33.6,,
2004-07-23,12:00:00,2.1,15.4,132,40.1,17.5,,
2004-08-20,5:00:00,-200.0,2.4,-200,27.1,54.8,,
2004-06-11,1:00:00,1.8,9.0,76,16.1,71.2,,
2004-01-11,13:00:00,2.5,10.9,91,23.7,68.2,,
2004-11-25,22:00:00,2.0,7.8,110,10.0,61.8,,
2004-04-05,12:00:00,2.6,13.6,99,21.5,47.9,43.09530259,164.1796333
2005-01-24,21:00:00,0.3,3.6,107,6.6,43.2,,
2004-03-08,15:00:00,-200.0,9.3,109,36.5,28.7,,
2004-03-08,23:00:00,-200.0,11.2,111,28.0,49.0,,
2005-02-19,2:00:00,1.5,4.3,156,3.1,56.7,,
2004-10-07,8:00:00,1.1,6.8,84,25.0,41.6,,
2005-05-01,22:00:00,2.3,9.2,144,13.2,64.5,,
2004-06-26,15:00:00,1.0,5.6,65,38.4,17.5,,
2004-03-14,17:00:00,2.9,12.0,128,21.3,30.8,41.88060508,59.62651408
2004-04-06,9:00:00,-200.0,6.0,-200,22.8,37.6,,
2004-08-16,2:00:00,0.5,3.1,20,24.5,41.5,,
2004-11-26,14:00:00,5.6,27.2,208,15.8,56.3,,
2005-02-17,15:00:00,1.3,4.8,143,8.9,46.1,,
2004-04-04,20:00:00,-200.0,10.5,-200,18.5,48.9,139.2883333,148.7366882
2004-03-20,5:00:00,0.8,3.1,53,13.6,55.1,44.81823633,60.18106143
2004-05-15,17:00:00,1.7,8.5,97,26.0,22.7,124.43632620000001,63.30466249
2005-02-20,4:00:00,1.5,4.9,130,8.2,46.9,,
2004-11-05,10:00:00,4.5,22.6,163,21.9,35.2,123.9544768,62.711357400000004
2004-05-12,17:00:00,1.1,2.8,77,11.3,81.0,,
2004-11-15,21:00:00,2.4,8.6,147,12.0,34.3,,
2004-10-15,14:00:00,-200.0,13.0,-200,23.3,40.4,,
2005-01-17,11:00:00,3.8,15.1,208,8.2,40.5,,
2004-11-17,2:00:00,1.1,2.9,85,8.4,54.5,,
2004-06-27,8:00:00,1.0,6.2,60,24.7,47.6,,
2004-06-13,10:00:00,0.6,2.5,60,22.3,35.3,,
2005-05-02,8:00:00,3.1,12.7,283,2.0,63.6,,
2005-06-03,2:00:00,0.9,2.1,100,7.2,47.8,,
2004-07-21,7:00:00,-200.0,18.4,102,24.2,46.4,,
2004-04-13,21:00:00,2.1,9.3,108,13.5,54.1,129.9427586,143.16936830000003
2004-05-27,21:00:00,-200.0,13.3,-200,21.3,33.0,,
2004-07-06,11:00:00,2.5,14.1,120,31.6,24.1,,
2004-06-08,12:00:00,2.6,14.4,120,33.5,36.0,,
2005-11-01,13:00:00,3.0,16.1,149,13.6,56.4,,
2004-05-28,21:00:00,0.9,7.0,102,20.0,47.6,,
2004-10-11,4:00:00,0.2,0.5,29,8.0,64.5,,
2004-11-10,4:00:00,0.4,1.9,29,17.9,77.7,,
2004-09-20,1:00:00,0.8,4.0,57,22.8,53.0,,
2004-12-18,16:00:00,0.9,3.6,80,14.9,17.1,,
2004-05-11,13:00:00,3.6,22.1,114,21.7,53.1,,
2004-12-21,5:00:00,0.3,0.7,41,4.7,41.4,,
2004-03-31,21:00:00,1.5,5.5,91,12.6,57.0,70.79076868,112.5667756
2004-10-30,5:00:00,1.0,5.4,76,16.7,79.7,,
2004-05-13,6:00:00,1.0,4.5,85,15.9,55.3,125.74704990000001,60.09942887
2004-03-16,6:00:00,0.9,3.5,64,11.2,68.5,25.87872648,53.60804095
2004-03-07,17:00:00,1.2,8.0,93,36.9,17.5,,
2004-07-04,4:00:00,0.3,0.7,19,15.7,45.4,151.0527845,154.8477917
2004-08-28,11:00:00,1.5,7.7,86,32.3,27.2,,
2004-01-05,2:00:00,1.6,6.5,71,16.5,70.2,52.54292453,168.8527201
2005-12-02,22:00:00,5.0,22.0,241,10.2,60.0,,
2005-01-24,2:00:00,0.1,7.6,136,4.0,80.4,,
2005-03-04,3:00:00,0.8,2.8,88,10.5,48.7,,
2004-08-08,12:00:00,1.4,4.6,79,25.4,68.0,,
2004-04-19,3:00:00,-200.0,1.7,-200,13.1,78.3,174.16708730000002,209.44405
2005-04-01,18:00:00,3.8,-200.0,173,-200.0,-200.0,,
2004-10-18,17:00:00,-200.0,36.5,-200,19.7,57.8,,
2004-02-04,19:00:00,4.7,24.1,154,21.2,40.1,88.85749167,108.3529949
2004-09-21,3:00:00,0.5,2.4,-200,21.8,51.4,,
2005-03-24,14:00:00,3.0,14.1,161,20.9,43.4,,
2004-10-14,23:00:00,-200.0,4.8,-200,15.9,78.1,,
2005-11-01,22:00:00,3.4,16.6,146,12.0,67.4,,
2005-10-03,8:00:00,4.1,20.1,150,4.8,74.6,,
2004-03-20,16:00:00,1.6,6.7,76,19.5,42.3,21.4422824,58.45021535
2004-12-24,4:00:00,2.4,8.7,132,4.2,63.1,,
2004-09-20,22:00:00,2.0,9.9,115,23.9,38.1,,
2004-11-21,15:00:00,0.3,5.0,106,15.2,18.7,,
2004-01-12,0:00:00,2.2,7.5,113,9.8,79.4,,
2004-07-30,18:00:00,-200.0,15.5,137,36.6,23.3,,
2004-01-08,14:00:00,0.6,3.5,42,38.1,18.5,,
2004-09-08,12:00:00,1.6,8.3,71,34.3,31.5,,
2004-08-18,11:00:00,-200.0,7.0,-200,33.1,32.6,,
2004-07-16,15:00:00,1.6,8.9,120,38.0,15.5,,
2004-04-07,15:00:00,0.5,4.1,47,39.3,14.5,,
2004-06-21,11:00:00,1.5,7.9,106,29.6,21.0,,
2005-03-18,23:00:00,1.9,6.8,150,12.1,67.6,,
2004-08-25,23:00:00,1.5,7.0,94,25.2,40.8,,
2005-02-03,4:00:00,-200.0,0.7,75,-1.4,44.9,,
2004-09-30,18:00:00,6.3,34.0,182,24.6,50.0,,
2004-07-21,17:00:00,-200.0,11.5,99,41.6,14.5,,
2004-07-14,17:00:00,3.2,18.4,153,36.0,13.3,,
2004-12-26,12:00:00,1.6,5.7,134,12.8,65.5,,
2004-05-15,4:00:00,-200.0,4.4,58,14.6,51.4,129.6704145,62.72320675
2005-09-03,3:00:00,0.8,2.2,-200,4.7,53.1,,
2004-09-16,7:00:00,4.2,23.4,86,19.9,74.3,,
2004-12-16,5:00:00,1.0,-200.0,74,-200.0,-200.0,,
2005-12-02,2:00:00,3.6,9.7,216,5.0,66.6,,
2005-03-27,20:00:00,2.1,6.3,126,14.2,82.3,,
2005-02-24,1:00:00,1.1,2.6,120,5.1,74.5,,
2004-03-20,8:00:00,2.1,8.9,113,13.8,58.0,37.52272047,55.37735164
2004-05-28,3:00:00,-200.0,3.8,-200,16.5,48.6,,
2004-08-08,23:00:00,1.7,9.0,89,26.6,56.4,,
2004-07-05,14:00:00,1.8,9.3,101,19.8,29.7,60.71729453,134.95738290000003
2005-01-20,22:00:00,2.1,7.0,132,8.1,49.9,,
2004-06-04,11:00:00,1.6,7.6,78,20.2,40.1,122.4251303,158.58565359999997
2004-06-23,3:00:00,0.3,2.4,-200,21.7,47.3,,
2004-10-06,20:00:00,4.7,23.6,180,30.9,28.2,,
2004-10-12,21:00:00,2.6,8.0,147,12.7,21.3,,
2004-01-12,5:00:00,0.6,2.5,63,8.3,80.4,,
